trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
"McKinley Carter Wealth Services, Inc.",quiver,institutional_13f,5276,+6.28%,278,"$1,780,597,313",1,2025-10-14T11-57-48Z
Clear Point Advisors Inc.,quiver,institutional_13f,5277,+6.28%,93,"$109,706,108",1,2025-10-14T11-57-48Z
TFG Advisers LLC,quiver,institutional_13f,5278,+6.28%,198,"$296,004,888",1,2025-10-14T11-57-48Z
"WEALTHEDGE INVESTMENT ADVISORS, LLC",quiver,institutional_13f,5279,+6.28%,128,"$236,686,668",1,2025-10-14T11-57-48Z
"5th Street Advisors, LLC",quiver,institutional_13f,5280,+6.27%,30,"$194,757,414",1,2025-10-14T11-57-48Z
Kapstone Financial Advisors LLC,quiver,institutional_13f,5281,+6.27%,110,"$194,965,744",1,2025-10-14T11-57-48Z
Verum Partners LLC,quiver,institutional_13f,5282,+6.27%,153,"$354,755,554",1,2025-10-14T11-57-48Z
"GUARDIAN WEALTH ADVISORS, LLC | NC",quiver,institutional_13f,5283,+6.27%,530,"$1,451,628,436",1,2025-10-14T11-57-48Z
EVOLUTION WEALTH MANAGEMENT INC.,quiver,institutional_13f,5284,+6.26%,498,"$77,816,193",1,2025-10-14T11-57-48Z
"Core Wealth Advisors, Inc.",quiver,institutional_13f,5285,+6.26%,67,"$328,267,556",1,2025-10-14T11-57-48Z
"Focus Partners Advisor Solutions, LLC",quiver,institutional_13f,5286,+6.26%,992,"$7,378,734,133",1,2025-10-14T11-57-48Z
"D.B. Root & Company, LLC",quiver,institutional_13f,5287,+6.26%,173,"$331,535,118",1,2025-10-14T11-57-48Z
FIRST CITIZENS BANK & TRUST CO,quiver,institutional_13f,5288,+6.26%,569,"$6,696,670,580",1,2025-10-14T11-57-48Z
"Sound Stewardship, LLC",quiver,institutional_13f,5289,+6.26%,58,"$201,608,412",1,2025-10-14T11-57-48Z
"REAP Financial Group, LLC",quiver,institutional_13f,5290,+6.26%,440,"$411,348,932",1,2025-10-14T11-57-48Z
"Aspen Grove Capital, LLC",quiver,institutional_13f,5291,+6.26%,225,"$574,325,364",1,2025-10-14T11-57-48Z
"EDMP, INC.",quiver,institutional_13f,5292,+6.26%,66,"$113,906,447",1,2025-10-14T11-57-48Z
McMill Wealth Management,quiver,institutional_13f,5293,+6.26%,39,"$185,090,279",1,2025-10-14T11-57-48Z
"Dunhill Financial, LLC",quiver,institutional_13f,5294,+6.26%,901,"$361,227,874",1,2025-10-14T11-57-48Z
"MONEYWISE, INC.",quiver,institutional_13f,5295,+6.26%,67,"$209,936,372",1,2025-10-14T11-57-48Z
"Trueblood Wealth Management, LLC",quiver,institutional_13f,5296,+6.26%,234,"$235,628,240",1,2025-10-14T11-57-48Z
"LBMC INVESTMENT ADVISORS, LLC",quiver,institutional_13f,5297,+6.26%,190,"$1,441,844,291",1,2025-10-14T11-57-48Z
Azimuth Capital Investment Management LLC,quiver,institutional_13f,5298,+6.26%,270,"$2,563,273,649",1,2025-10-14T11-57-48Z
"CFO4Life Group, LLC",quiver,institutional_13f,5299,+6.26%,208,"$620,600,596",1,2025-10-14T11-57-48Z
"Financial Advisors, LLC",quiver,institutional_13f,5300,+6.26%,76,"$567,714,715",1,2025-10-14T11-57-48Z
Aegis Wealth Management LLC,quiver,institutional_13f,5301,+6.26%,109,"$181,866,070",1,2025-10-14T11-57-48Z
"Plan Group Financial, LLC",quiver,institutional_13f,5302,+6.25%,148,"$303,078,463",1,2025-10-14T11-57-48Z
OxenFree Capital LLC,quiver,institutional_13f,5303,+6.25%,32,"$123,438,831",1,2025-10-14T11-57-48Z
"Center for Financial Planning, Inc.",quiver,institutional_13f,5304,+6.25%,583,"$896,308,824",1,2025-10-14T11-57-48Z
"MARINO, STRAM & ASSOCIATES LLC",quiver,institutional_13f,5305,+6.25%,165,"$506,036,952",1,2025-10-14T11-57-48Z
"Steele Capital Management, Inc.",quiver,institutional_13f,5306,+6.25%,70,"$2,031,156,056",1,2025-10-14T11-57-48Z
"FSC Wealth Advisors, LLC",quiver,institutional_13f,5307,+6.25%,224,"$170,330,177",1,2025-10-14T11-57-48Z
Hikari Power Ltd,quiver,institutional_13f,5308,+6.25%,56,"$560,916,095",1,2025-10-14T11-57-48Z
Barbara Oil Co.,quiver,institutional_13f,5309,+6.25%,72,"$261,628,904",1,2025-10-14T11-57-48Z
Perpetual Ltd,quiver,institutional_13f,5310,+6.25%,384,"$7,602,987,787",1,2025-10-14T11-57-48Z
"Marble Harbor Investment Counsel, LLC",quiver,institutional_13f,5311,+6.25%,187,"$895,894,579",1,2025-10-14T11-57-48Z
"Financial Guidance Group, Inc.",quiver,institutional_13f,5312,+6.25%,77,"$197,402,054",1,2025-10-14T11-57-48Z
"Integrated Investment Consultants, LLC",quiver,institutional_13f,5313,+6.25%,295,"$546,305,221",1,2025-10-14T11-57-48Z
Wealthcare Advisory Partners LLC,quiver,institutional_13f,5314,+6.25%,848,"$3,731,956,871",1,2025-10-14T11-57-48Z
"Arrowroot Family Office, LLC",quiver,institutional_13f,5315,+6.25%,127,"$217,289,197",1,2025-10-14T11-57-48Z
"DME Capital Management, LP",quiver,institutional_13f,5316,+6.25%,30,"$2,181,353,896",1,2025-10-14T11-57-48Z
"Navigation Wealth Management, Inc.",quiver,institutional_13f,5317,+6.25%,19,"$69,075,110",1,2025-10-14T11-57-48Z
"Ironsides Asset Advisors, LLC",quiver,institutional_13f,5318,+6.25%,61,"$361,688,165",1,2025-10-14T11-57-48Z
BOYUM WEALTH ARCHITECTS LLC,quiver,institutional_13f,5319,+6.24%,46,"$133,047,724",1,2025-10-14T11-57-48Z
MMA ASSET MANAGEMENT LLC,quiver,institutional_13f,5320,+6.24%,149,"$257,656,302",1,2025-10-14T11-57-48Z
"Fund Evaluation Group, LLC",quiver,institutional_13f,5321,+6.24%,76,"$2,693,512,917",1,2025-10-14T11-57-48Z
FINANCIAL LIFE ADVISORS,quiver,institutional_13f,5322,+6.24%,44,"$278,096,835",1,2025-10-14T11-57-48Z
MeadowBrook Investment Advisors LLC,quiver,institutional_13f,5323,+6.24%,213,"$107,148,776",1,2025-10-14T11-57-48Z
STANCE CAPITAL LLC,quiver,institutional_13f,5324,+6.24%,148,"$240,030,196",1,2025-10-14T11-57-48Z
"Axiom Financial Strategies, LLC",quiver,institutional_13f,5325,+6.24%,38,"$188,763,075",1,2025-10-14T11-57-48Z
"TIAA TRUST, NATIONAL ASSOCIATION",quiver,institutional_13f,5326,+6.24%,602,"$38,665,972,112",1,2025-10-14T11-57-48Z
"Elite Financial, Inc.",quiver,institutional_13f,5327,+6.24%,52,"$211,777,552",1,2025-10-14T11-57-48Z
"Persium Advisors, LLC",quiver,institutional_13f,5328,+6.24%,59,"$125,099,695",1,2025-10-14T11-57-48Z
Silver Coast Investments LLC,quiver,institutional_13f,5329,+6.24%,102,"$286,676,628",1,2025-10-14T11-57-48Z
"Presper Financial Architects, LLC",quiver,institutional_13f,5330,+6.24%,42,"$135,133,345",1,2025-10-14T11-57-48Z
"VISTA CAPITAL PARTNERS, INC.",quiver,institutional_13f,5331,+6.23%,118,"$959,458,471",1,2025-10-14T11-57-48Z
"Ryan Investment Management, Inc.",quiver,institutional_13f,5332,+6.23%,47,"$164,306,339",1,2025-10-14T11-57-48Z
CAHILL FINANCIAL ADVISORS INC,quiver,institutional_13f,5333,+6.23%,254,"$812,445,339",1,2025-10-14T11-57-48Z
Mosaic Advisors LLC,quiver,institutional_13f,5334,+6.23%,15,"$71,638,002",1,2025-10-14T11-57-48Z
ENZI WEALTH,quiver,institutional_13f,5335,+6.23%,65,"$260,755,675",1,2025-10-14T11-57-48Z
Grantvest Financial Group LLC,quiver,institutional_13f,5336,+6.23%,95,"$78,848,997",1,2025-10-14T11-57-48Z
Wealth Management Nebraska,quiver,institutional_13f,5337,+6.23%,73,"$538,689,270",1,2025-10-14T11-57-48Z
SJS Investment Consulting Inc.,quiver,institutional_13f,5338,+6.23%,1372,"$610,142,484",1,2025-10-14T11-57-48Z
"Mokosak Advisory Group, LLC",quiver,institutional_13f,5339,+6.23%,35,"$375,132,888",1,2025-10-14T11-57-48Z
Motiv8 Investments LLC,quiver,institutional_13f,5340,+6.23%,86,"$149,828,811",1,2025-10-14T11-57-48Z
Geometric Wealth Advisors,quiver,institutional_13f,5341,+6.23%,69,"$661,623,883",1,2025-10-14T11-57-48Z
EADS & HEALD WEALTH MANAGEMENT,quiver,institutional_13f,5342,+6.23%,127,"$197,296,692",1,2025-10-14T11-57-48Z
BankPlus Trust Department,quiver,institutional_13f,5343,+6.23%,413,"$342,465,195",1,2025-10-14T11-57-48Z
"Creegan & Nassoura Financial Group, LLC",quiver,institutional_13f,5344,+6.23%,73,"$151,125,467",1,2025-10-14T11-57-48Z
"St. Clair Advisors, LLC",quiver,institutional_13f,5345,+6.22%,78,"$402,167,094",1,2025-10-14T11-57-48Z
"OAK HILL WEALTH ADVISORS, LLC",quiver,institutional_13f,5346,+6.22%,131,"$494,885,509",1,2025-10-14T11-57-48Z
Close Asset Management Ltd,quiver,institutional_13f,5347,+6.22%,238,"$2,957,650,087",1,2025-10-14T11-57-48Z
"Blake Schutter Theil Wealth Advisors, LLC",quiver,institutional_13f,5348,+6.22%,95,"$87,551,604",1,2025-10-14T11-57-48Z
"Roger Wittlin Investment Advisory, LLC",quiver,institutional_13f,5349,+6.21%,40,"$186,798,222",1,2025-10-14T11-57-48Z
FUTURE YOU WEALTH LLC,quiver,institutional_13f,5350,+6.21%,54,"$186,174,378",1,2025-10-14T11-57-48Z
"Brooklyn FI, LLC",quiver,institutional_13f,5351,+6.21%,72,"$397,651,736",1,2025-10-14T11-57-48Z
"Boyce & Associates Wealth Consulting, Inc.",quiver,institutional_13f,5352,+6.21%,67,"$111,682,048",1,2025-10-14T11-57-48Z
"DEFINE FINANCIAL, LLC",quiver,institutional_13f,5353,+6.21%,36,"$160,142,708",1,2025-10-14T11-57-48Z
"Sentinus, LLC",quiver,institutional_13f,5354,+6.21%,196,"$396,985,144",1,2025-10-14T11-57-48Z
"O'Dell Group, LLC",quiver,institutional_13f,5355,+6.21%,22,"$344,587,310",1,2025-10-14T11-57-48Z
"BARON SILVER STEVENS FINANCIAL ADVISORS, LLC",quiver,institutional_13f,5356,+6.21%,141,"$656,827,046",1,2025-10-14T11-57-48Z
OCCUDO QUANTITATIVE STRATEGIES LP,quiver,institutional_13f,5357,+6.21%,534,"$814,156,499",1,2025-10-14T11-57-48Z
"First Horizon Advisors, Inc.",quiver,institutional_13f,5358,+6.21%,1883,"$3,939,830,486",1,2025-10-14T11-57-48Z
"IMPACTfolio, LLC",quiver,institutional_13f,5359,+6.21%,34,"$222,614,897",1,2025-10-14T11-57-48Z
Brown Financial Advisors,quiver,institutional_13f,5360,+6.20%,112,"$202,187,716",1,2025-10-14T11-57-48Z
"McGlone Suttner Wealth Management, Inc.",quiver,institutional_13f,5361,+6.20%,181,"$689,227,294",1,2025-10-14T11-57-48Z
"Wescott Financial Advisory Group, LLC",quiver,institutional_13f,5362,+6.20%,162,"$1,005,004,894",1,2025-10-14T11-57-48Z
CONTINENTAL ADVISORS LLC,quiver,institutional_13f,5363,+6.20%,33,"$132,962,432",1,2025-10-14T11-57-48Z
"Stuart Chaussee & Associates, Inc.",quiver,institutional_13f,5364,+6.20%,160,"$439,816,729",1,2025-10-14T11-57-48Z
"Alpha Financial Advisors, LLC",quiver,institutional_13f,5365,+6.20%,53,"$235,867,271",1,2025-10-14T11-57-48Z
Northwest Capital Management Inc,quiver,institutional_13f,5366,+6.20%,319,"$186,544,568",1,2025-10-14T11-57-48Z
"JFG Wealth Management, LLC",quiver,institutional_13f,5367,+6.20%,60,"$505,045,794",1,2025-10-14T11-57-48Z
"Meriwether Wealth & Planning, LLC",quiver,institutional_13f,5368,+6.20%,118,"$158,360,980",1,2025-10-14T11-57-48Z
Certified Advisory Corp,quiver,institutional_13f,5369,+6.20%,285,"$933,376,524",1,2025-10-14T11-57-48Z
Asset Allocation Strategies LLC,quiver,institutional_13f,5370,+6.20%,119,"$531,905,300",1,2025-10-14T11-57-48Z
"WestHill Financial Advisors, Inc.",quiver,institutional_13f,5371,+6.19%,68,"$496,071,929",1,2025-10-14T11-57-48Z
"Campbell Deegan Wealth Management, LLC",quiver,institutional_13f,5372,+6.19%,41,"$73,147,671",1,2025-10-14T11-57-48Z
BUCKHEAD CAPITAL MANAGEMENT LLC,quiver,institutional_13f,5373,+6.19%,118,"$243,443,234",1,2025-10-14T11-57-48Z
Innovative Wealth Building LLC,quiver,institutional_13f,5374,+6.19%,49,"$126,808,398",1,2025-10-14T11-57-48Z
Code Waechter LLC,quiver,institutional_13f,5375,+6.19%,105,"$145,748,607",1,2025-10-14T11-57-48Z
Symetra Investment Management Co,quiver,institutional_13f,5376,+6.19%,5,"$405,069,670",1,2025-10-14T11-57-48Z
"True Wealth Design, LLC",quiver,institutional_13f,5377,+6.19%,2194,"$231,389,907",1,2025-10-14T11-57-48Z
ABN AMRO Bank N.V.,quiver,institutional_13f,5378,+6.19%,142,"$7,530,842,111",1,2025-10-14T11-57-48Z
Brown Financial Advisory,quiver,institutional_13f,5379,+6.19%,48,"$79,038,591",1,2025-10-14T11-57-48Z
Alpha Omega Wealth Management LLC,quiver,institutional_13f,5380,+6.19%,193,"$553,879,631",1,2025-10-14T11-57-48Z
"R.H. Dinel Investment Counsel, Inc.",quiver,institutional_13f,5381,+6.19%,38,"$137,590,722",1,2025-10-14T11-57-48Z
JMAC ENTERPRISES LLC,quiver,institutional_13f,5382,+6.19%,110,"$459,474,139",1,2025-10-14T11-57-48Z
"Foguth Wealth Management, LLC.",quiver,institutional_13f,5383,+6.19%,119,"$429,547,536",1,2025-10-14T11-57-48Z
"Madison Park Capital Advisors, LLC",quiver,institutional_13f,5384,+6.19%,58,"$117,968,272",1,2025-10-14T11-57-48Z
"LEGACY FINANCIAL GROUP, INC.",quiver,institutional_13f,5385,+6.19%,80,"$352,565,098",1,2025-10-14T11-57-48Z
Efficient Frontier Advisors LLC,quiver,institutional_13f,5386,+6.19%,21,"$165,685,172",1,2025-10-14T11-57-48Z
"FOUNDERS GROVE WEALTH PARTNERS, LLC",quiver,institutional_13f,5387,+6.19%,120,"$404,670,977",1,2025-10-14T11-57-48Z
RFP Financial Group LLC,quiver,institutional_13f,5388,+6.19%,83,"$240,189,102",1,2025-10-14T11-57-48Z
"TAGStone Capital, Inc.",quiver,institutional_13f,5389,+6.18%,98,"$213,732,842",1,2025-10-14T11-57-48Z
"Platt Investment Counsel, LLC",quiver,institutional_13f,5390,+6.18%,8,"$111,290,497",1,2025-10-14T11-57-48Z
Comprehensive Financial Management LLC,quiver,institutional_13f,5391,+6.18%,37,"$3,683,613,126",1,2025-10-14T11-57-48Z
MCF Advisors LLC,quiver,institutional_13f,5392,+6.18%,786,"$1,427,600,672",1,2025-10-14T11-57-48Z
"SAX WEALTH ADVISORS, LLC",quiver,institutional_13f,5393,+6.18%,389,"$1,656,527,683",1,2025-10-14T11-57-48Z
"Tumwater Wealth Management, LLC",quiver,institutional_13f,5394,+6.18%,37,"$227,908,169",1,2025-10-14T11-57-48Z
EVEXIA WEALTH LLC,quiver,institutional_13f,5395,+6.18%,73,"$305,237,357",1,2025-10-14T11-57-48Z
"LifePlan Investment Advisors, Inc.",quiver,institutional_13f,5396,+6.18%,97,"$208,199,360",1,2025-10-14T11-57-48Z
"AllGen Financial Advisors, Inc.",quiver,institutional_13f,5397,+6.18%,36,"$360,820,873",1,2025-10-14T11-57-48Z
FORTE ASSET MANAGEMENT LLC,quiver,institutional_13f,5398,+6.18%,61,"$191,679,355",1,2025-10-14T11-57-48Z
"Financial Alternatives, Inc",quiver,institutional_13f,5399,+6.18%,82,"$157,621,364",1,2025-10-14T11-57-48Z
"Investure, LLC",quiver,institutional_13f,5400,+6.18%,15,"$1,386,718,086",1,2025-10-14T11-57-48Z
WEST BANCORPORATION INC,quiver,institutional_13f,5401,+6.18%,94,"$165,614,341",1,2025-10-14T11-57-48Z
"Cranbrook Wealth Management, LLC",quiver,institutional_13f,5402,+6.18%,370,"$490,917,381",1,2025-10-14T11-57-48Z
"Rise Advisors, LLC",quiver,institutional_13f,5403,+6.18%,1381,"$248,915,679",1,2025-10-14T11-57-48Z
Dixon Mitchell Investment Counsel Inc.,quiver,institutional_13f,5404,+6.18%,62,"$2,367,958,012",1,2025-10-14T11-57-48Z
Independent Franchise Partners LLP,quiver,institutional_13f,5405,+6.18%,20,"$12,823,693,517",1,2025-10-14T11-57-48Z
Capital Asset Advisory Services LLC,quiver,institutional_13f,5406,+6.17%,258,"$2,113,983,353",1,2025-10-14T11-57-48Z
QVR LLC,quiver,institutional_13f,5407,+6.17%,35,"$102,565,566",1,2025-10-14T11-57-48Z
Gimbal Financial,quiver,institutional_13f,5408,+6.17%,44,"$138,495,820",1,2025-10-14T11-57-48Z
"Gibson Capital, LLC",quiver,institutional_13f,5409,+6.17%,72,"$499,905,660",1,2025-10-14T11-57-48Z
Echo45 Advisors LLC,quiver,institutional_13f,5410,+6.17%,49,"$163,974,200",1,2025-10-14T11-57-48Z
Constitution Capital LLC,quiver,institutional_13f,5411,+6.17%,53,"$201,635,433",1,2025-10-14T11-57-48Z
Hemington Wealth Management,quiver,institutional_13f,5412,+6.17%,1518,"$667,514,905",1,2025-10-14T11-57-48Z
FOUNDERS FINANCIAL SECURITIES LLC,quiver,institutional_13f,5413,+6.17%,443,"$1,313,597,502",1,2025-10-14T11-57-48Z
"Delap Wealth Advisory, LLC",quiver,institutional_13f,5414,+6.17%,73,"$201,344,465",1,2025-10-14T11-57-48Z
Spear Holdings RSC Ltd,quiver,institutional_13f,5415,+6.17%,19,"$1,384,254,925",1,2025-10-14T11-57-48Z
"Kinloch Capital, LLC",quiver,institutional_13f,5416,+6.16%,72,"$221,294,898",1,2025-10-14T11-57-48Z
"Rhino Investment Partners, Inc",quiver,institutional_13f,5417,+6.16%,31,"$156,862,447",1,2025-10-14T11-57-48Z
ABC ARBITRAGE SA,quiver,institutional_13f,5418,+6.16%,156,"$780,681,184",1,2025-10-14T11-57-48Z
"Sharkey, Howes & Javer",quiver,institutional_13f,5419,+6.16%,135,"$696,385,709",1,2025-10-14T11-57-48Z
Summit Global Investments,quiver,institutional_13f,5420,+6.16%,419,"$919,737,419",1,2025-10-14T11-57-48Z
"FSA Investment Group, LLC",quiver,institutional_13f,5421,+6.16%,20,"$143,274,508",1,2025-10-14T11-57-48Z
Valued Wealth Advisors LLC,quiver,institutional_13f,5422,+6.16%,571,"$200,296,528",1,2025-10-14T11-57-48Z
"Borer Denton & Associates, Inc.",quiver,institutional_13f,5423,+6.16%,56,"$275,949,755",1,2025-10-14T11-57-48Z
"Galvin, Gaustad & Stein, LLC",quiver,institutional_13f,5424,+6.16%,177,"$1,136,347,428",1,2025-10-14T11-57-48Z
HUTNER CAPITAL MANAGEMENT INC,quiver,institutional_13f,5425,+6.16%,42,"$176,405,395",1,2025-10-14T11-57-48Z
Alaska Permanent Fund Corp,quiver,institutional_13f,5426,+6.16%,11,"$1,761,224,473",1,2025-10-14T11-57-48Z
"Connecticut Wealth Management, LLC",quiver,institutional_13f,5427,+6.16%,300,"$2,202,352,302",1,2025-10-14T11-57-48Z
PARK CIRCLE Co,quiver,institutional_13f,5428,+6.15%,102,"$120,160,264",1,2025-10-14T11-57-48Z
"DBK Financial Counsel, LLC",quiver,institutional_13f,5429,+6.15%,52,"$116,740,856",1,2025-10-14T11-57-48Z
"MUSTICO FINANCIAL GROUP, INC.",quiver,institutional_13f,5430,+6.15%,28,"$100,922,490",1,2025-10-14T11-57-48Z
Knuff & Co LLC,quiver,institutional_13f,5431,+6.15%,112,"$316,188,245",1,2025-10-14T11-57-48Z
"GatePass Capital, LLC",quiver,institutional_13f,5432,+6.15%,112,"$139,479,921",1,2025-10-14T11-57-48Z
Keener Financial Planning LLC,quiver,institutional_13f,5433,+6.15%,203,"$128,556,134",1,2025-10-14T11-57-48Z
"Ellevest, Inc.",quiver,institutional_13f,5434,+6.15%,362,"$622,499,758",1,2025-10-14T11-57-48Z
Parkside Advisors LLC,quiver,institutional_13f,5435,+6.15%,86,"$478,252,097",1,2025-10-14T11-57-48Z
Wealth Advisors Northwest LLC,quiver,institutional_13f,5436,+6.15%,55,"$176,100,548",1,2025-10-14T11-57-48Z
ARCADIA INVESTMENT ADVISORS LLC,quiver,institutional_13f,5437,+6.15%,76,"$194,300,850",1,2025-10-14T11-57-48Z
"GRAND WEALTH MANAGEMENT, LLC",quiver,institutional_13f,5438,+6.15%,65,"$191,879,618",1,2025-10-14T11-57-48Z
"Rochester Wealth Strategies, LLC",quiver,institutional_13f,5439,+6.15%,22,"$156,324,406",1,2025-10-14T11-57-48Z
Wrenne Financial Planning LLC,quiver,institutional_13f,5440,+6.14%,43,"$209,106,634",1,2025-10-14T11-57-48Z
"Scissortail Wealth Management, LLC",quiver,institutional_13f,5441,+6.14%,105,"$423,403,664",1,2025-10-14T11-57-48Z
Lionstone Capital Management LLC,quiver,institutional_13f,5442,+6.14%,9,"$348,691,603",1,2025-10-14T11-57-48Z
PERRY CREEK CAPITAL LP,quiver,institutional_13f,5443,+6.14%,9,"$161,588,297",1,2025-10-14T11-57-48Z
Ritter Daniher Financial Advisory LLC | DE,quiver,institutional_13f,5444,+6.14%,304,"$384,950,023",1,2025-10-14T11-57-48Z
"Summit Wealth Group, LLC",quiver,institutional_13f,5445,+6.14%,106,"$379,017,438",1,2025-10-14T11-57-48Z
"Genesis Wealth Advisors, LLC",quiver,institutional_13f,5446,+6.14%,58,"$139,240,345",1,2025-10-14T11-57-48Z
"L.K. Benson & Company, P.C.",quiver,institutional_13f,5447,+6.14%,92,"$165,631,594",1,2025-10-14T11-57-48Z
"Christensen, King & Associates Investment Services, Inc.",quiver,institutional_13f,5448,+6.14%,96,"$228,957,963",1,2025-10-14T11-57-48Z
Millburn Ridgefield LLC |DE|,quiver,institutional_13f,5449,+6.14%,38,"$4,402,224,741",1,2025-10-14T11-57-48Z
"Squire Investment Management Company, LLC",quiver,institutional_13f,5450,+6.13%,62,"$254,935,072",1,2025-10-14T11-57-48Z
CORNERCAP INVESTMENT COUNSEL INC,quiver,institutional_13f,5451,+6.13%,141,"$184,220,338",1,2025-10-14T11-57-48Z
"KDK Private Wealth Management, LLC",quiver,institutional_13f,5452,+6.13%,57,"$98,166,089",1,2025-10-14T11-57-48Z
MJP ASSOCIATES INC |ADV,quiver,institutional_13f,5453,+6.13%,207,"$630,704,606",1,2025-10-14T11-57-48Z
ATLAS CAPITAL ADVISORS INC.,quiver,institutional_13f,5454,+6.13%,715,"$761,178,784",1,2025-10-14T11-57-48Z
"Bruce G. Allen Investments, LLC",quiver,institutional_13f,5455,+6.13%,965,"$134,775,053",1,2025-10-14T11-57-48Z
"Oregon Pacific Wealth Management, LLC",quiver,institutional_13f,5456,+6.13%,113,"$78,806,800",1,2025-10-14T11-57-48Z
SUMMIT WEALTH GROUP LLC | CO,quiver,institutional_13f,5457,+6.13%,216,"$389,804,355",1,2025-10-14T11-57-48Z
"Spectrum Investment Advisors, Inc.",quiver,institutional_13f,5458,+6.13%,20,"$137,640,721",1,2025-10-14T11-57-48Z
"First Heartland Consultants, Inc.",quiver,institutional_13f,5459,+6.13%,419,"$1,001,164,807",1,2025-10-14T11-57-48Z
"Garde Capital, Inc.",quiver,institutional_13f,5460,+6.12%,730,"$1,917,220,934",1,2025-10-14T11-57-48Z
"LEGACY SOLUTIONS, LLC",quiver,institutional_13f,5461,+6.12%,73,"$78,243,144",1,2025-10-14T11-57-48Z
"Pine Harbor Wealth Management, LLC",quiver,institutional_13f,5462,+6.12%,95,"$254,460,022",1,2025-10-14T11-57-48Z
UNIVERSITY OF TEXAS|TEXAS AM INVESTMENT MANAGEMENT CO,quiver,institutional_13f,5463,+6.12%,143,"$632,297,013",1,2025-10-14T11-57-48Z
NORTH STAR ASSET MANAGEMENT INC,quiver,institutional_13f,5464,+6.12%,273,"$2,187,896,835",1,2025-10-14T11-57-48Z
"Portfolio Design Labs, LLC",quiver,institutional_13f,5465,+6.12%,135,"$496,328,945",1,2025-10-14T11-57-48Z
"CarsonAllaria Wealth Management, Ltd.",quiver,institutional_13f,5466,+6.12%,324,"$184,896,338",1,2025-10-14T11-57-48Z
Allegiance Financial Group Advisory Services LLC,quiver,institutional_13f,5467,+6.12%,142,"$394,828,610",1,2025-10-14T11-57-48Z
"CAPITAL WEALTH MANAGEMENT, LLC",quiver,institutional_13f,5468,+6.11%,34,"$216,061,601",1,2025-10-14T11-57-48Z
"Gratus Wealth Advisors, LLC",quiver,institutional_13f,5469,+6.11%,122,"$649,872,055",1,2025-10-14T11-57-48Z
"Vermillion & White Wealth Management Group, LLC",quiver,institutional_13f,5470,+6.11%,459,"$123,100,255",1,2025-10-14T11-57-48Z
"Schneider Downs Wealth Management Advisors, LP",quiver,institutional_13f,5471,+6.11%,132,"$609,364,448",1,2025-10-14T11-57-48Z
Bernardo Wealth Planning LLC,quiver,institutional_13f,5472,+6.11%,111,"$469,225,318",1,2025-10-14T11-57-48Z
MBA Advisors LLC,quiver,institutional_13f,5473,+6.11%,125,"$221,824,744",1,2025-10-14T11-57-48Z
"SK Wealth Management, LLC",quiver,institutional_13f,5474,+6.11%,68,"$193,944,597",1,2025-10-14T11-57-48Z
PBMares Wealth Management LLC,quiver,institutional_13f,5475,+6.11%,174,"$569,101,922",1,2025-10-14T11-57-48Z
North Forty Two & Co.,quiver,institutional_13f,5476,+6.11%,97,"$98,252,669",1,2025-10-14T11-57-48Z
Aberdeen Wealth Management LLC,quiver,institutional_13f,5477,+6.11%,161,"$151,624,451",1,2025-10-14T11-57-48Z
David Wealth Management LLC,quiver,institutional_13f,5478,+6.11%,54,"$140,199,523",1,2025-10-14T11-57-48Z
QV Investors Inc.,quiver,institutional_13f,5479,+6.11%,54,"$857,754,734",1,2025-10-14T11-57-48Z
"Conservest Capital Advisors, Inc.",quiver,institutional_13f,5480,+6.11%,114,"$1,065,165,908",1,2025-10-14T11-57-48Z
Mittelman Wealth Management,quiver,institutional_13f,5481,+6.11%,34,"$103,778,758",1,2025-10-14T11-57-48Z
"Peak Asset Management, LLC",quiver,institutional_13f,5482,+6.11%,147,"$564,314,341",1,2025-10-14T11-57-48Z
True Vision MN LLC,quiver,institutional_13f,5483,+6.10%,91,"$174,206,891",1,2025-10-14T11-57-48Z
Farrell Financial LLC,quiver,institutional_13f,5484,+6.10%,63,"$157,449,442",1,2025-10-14T11-57-48Z
"Goldstone Financial Group, LLC",quiver,institutional_13f,5485,+6.10%,192,"$707,467,093",1,2025-10-14T11-57-48Z
Cardinal Capital Management,quiver,institutional_13f,5486,+6.10%,123,"$693,548,522",1,2025-10-14T11-57-48Z
"Waterway Wealth Management, LLC",quiver,institutional_13f,5487,+6.10%,72,"$326,771,536",1,2025-10-14T11-57-48Z
"Nixon Capital, LLC",quiver,institutional_13f,5488,+6.10%,18,"$260,559,457",1,2025-10-14T11-57-48Z
"MAYPORT, LLC",quiver,institutional_13f,5489,+6.09%,90,"$428,351,310",1,2025-10-14T11-57-48Z
Centennial Wealth Advisory LLC,quiver,institutional_13f,5490,+6.09%,140,"$306,832,144",1,2025-10-14T11-57-48Z
INVENIO WEALTH PARTNERS LLC,quiver,institutional_13f,5491,+6.09%,85,"$227,787,960",1,2025-10-14T11-57-48Z
"Abacus Wealth Partners, LLC",quiver,institutional_13f,5492,+6.09%,102,"$548,300,184",1,2025-10-14T11-57-48Z
Lepercq De Neuflize Asset Management LLC,quiver,institutional_13f,5493,+6.09%,5,"$121,096,331",1,2025-10-14T11-57-48Z
